FilmID,Title,ReleaseDate,DirectorID,StudioID,CountryID,LanguageID,GenreID,RunTimeMinutes,CertificateID,BudgetDollars,BoxOfficeDollars,OscarNominations,OscarWins
1371,Kingsman: The Secret Service,13-12-2014,427,48,240,1,4,129,5,94000000,414400000,0,0
1372,Kick-Ass,26-03-2010,427,234,240,1,4,117,5,30000000,96200000,0,0
1373,Stardust,10-08-2007,427,235,240,1,12,127,2,88500000,135600000,0,0
1374,Layer Cake,01-10-2004,427,235,240,1,14,105,5,6500000,11900000,0,0
1375,Underworld,19-09-2003,49,91,240,1,4,121,5,22000000,95700000,0,0
1376,Underworld: Evolution,20-01-2006,49,91,240,1,4,106,6,45000000,111300000,0,0
1377,For a Few Dollars More,18-11-1965,308,34,264,12,1,132,5,600000,15000000,0,0
1378,Once Upon a Time in the West,21-12-1968,308,2,264,12,1,165,5,5000000,5321500,0,0
1379,Once Upon a Time in America,23-05-1984,308,94,241,1,14,229,6,30000000,5300000,0,0
1380,Underworld: Rise of the Lycans,23-01-2009,428,91,241,1,4,92,6,35000000,91300000,0,0
1381,Underworld: Awakening,20-01-2012,429,91,241,1,4,89,6,70000000,160000000,0,0
1382,Underworld: Blood Wars,24-11-2016,430,91,241,1,4,91,5,,,0,0
1383,Stargate,28-10-1994,42,195,241,1,3,128,2,55000000,196600000,0,0
1384,Under Siege,09-10-1992,83,65,241,1,4,103,5,35000000,156600000,2,0
1385,Bridge of Spies,04-10-2015,4,8,241,1,9,141,4,40000000,165500000,6,1
1386,Duel,13-11-1971,4,1,241,1,9,89,2,450000,,0,0
1387,Empire of the Sun,11-12-1987,4,41,241,1,5,154,2,35000000,66700000,6,0
1388,Amistad,10-12-1997,4,8,241,1,13,154,5,36000000,44200000,4,0
1389,A.I. Artificial Intelligence,29-06-2001,4,41,241,1,3,146,3,100000000,235900000,2,0
1390,Catch Me If You Can,25-12-2002,4,41,241,1,19,141,4,52000000,352100000,2,0
1391,The Terminal,18-06-2004,4,41,241,1,7,128,4,60000000,219400000,0,0
1392,Lincoln,08-10-2012,4,41,241,1,19,150,4,65000000,275300000,12,2
1393,Abraham Lincoln: Vampire Hunter,18-06-2012,119,236,241,1,13,105,5,99500000,116400000,0,0
1394,The BFG,14-05-2016,4,3,241,1,26,117,2,140000000,178000000,0,0
1395,Day Watch,01-01-2006,119,109,258,9,12,131,5,4200000,38860000,0,0
1396,Unbroken,17-11-2014,431,43,241,1,19,137,5,65000000,163400000,3,0
1397,Inside Llewyn Davis,19-05-2013,5,195,241,1,2,105,5,11000000,32900000,2,0
1398,Burn After Reading,27-08-2008,5,195,241,1,7,96,5,,,0,0
1399,No Country for Old Men,19-05-2007,5,16,241,1,14,122,5,25000000,171600000,8,4
1400,The Ladykillers,26-03-2004,5,7,241,1,7,104,5,35000000,76700000,0,0
1401,The Ladykillers,08-12-1955,432,237,240,1,7,97,1,,,1,0
1402,The Big Lebowski,06-03-1998,5,104,241,1,7,117,6,15000000,46200000,0,0
1403,Miller's Crossing,21-09-1990,5,4,241,1,14,115,6,14000000,5080000,0,0
1404,Outland,22-05-1981,420,94,240,1,3,109,5,16000000,20000000,1,0
1405,Outlander,11-07-2008,433,90,241,1,3,115,5,47000000,7033000,0,0
1406,Timecop,16-09-1994,420,142,241,1,3,98,6,27000000,101646581,0,0
1407,Kung Fu Panda 3,23-01-2016,154,8,241,1,11,95,2,145000000,519900000,0,0
1408,Universal Soldier,10-07-1992,42,15,241,1,3,102,6,23000000,36300000,0,0
1409,Double Impact,09-08-1991,435,5,241,1,4,107,6,18000000,80500000,0,0
1410,Death Warrant,14-09-1990,436,172,241,1,4,89,6,6000000,46700000,0,0
1411,Kickboxer,08-09-1989,437,238,241,1,17,103,6,2700000,14700000,0,0
1412,Cyborg,07-04-1989,438,239,241,1,3,82,6,500000,10200000,0,0
1413,Bloodsport,26-02-1988,439,239,241,1,17,92,6,2300000,65000000,0,0
1414,Brooklyn's Finest,16-01-2009,440,80,241,1,14,132,6,17000000,36400000,0,0
1415,Full Metal Jacket,17-06-1987,292,240,240,1,5,116,5,30000000,46400000,1,0
1416,Eyes Wide Shut,16-07-1999,292,240,240,1,2,159,6,65000000,162100000,0,0
1417,The Shining,23-05-1980,292,168,240,1,10,146,6,19000000,44400000,0,0
1418,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,29-01-1964,292,168,240,1,7,94,2,1800000,9400000,4,0
1419,Paths of Glory,25-12-1957,292,173,241,1,5,88,2,900000,,0,0
1420,The Treasure of the Sierra Madre,06-01-1948,252,6,241,1,1,126,2,3000000,4307000,4,3
1421,Key Largo,16-07-1948,252,6,241,1,14,101,2,,3250000,1,1
1422,The Unforgiven,06-04-1960,252,22,241,1,1,125,2,5000000,3200000,0,0
1423,Unforgiven,03-08-1992,10,31,241,1,1,131,5,14400000,159200000,9,4
1424,The Big Sleep,23-08-1946,328,6,241,1,14,116,2,,3000000,0,0
1425,A Fistful of Dynamite,29-10-1971,308,22,264,12,1,157,5,,,0,0
1426,To Have and Have Not,11-10-1944,328,6,241,1,6,100,2,,3650000,0,0
1427,Murder on the Orient Express,24-11-1974,277,164,240,1,14,131,2,2500000,30000000,6,1
1428,The Shootist,20-08-1976,291,96,241,1,1,100,2,,13406000,1,0
1429,Flash Gordon,05-12-1980,441,96,240,1,3,114,2,20000000,27100000,0,0
1430,Unforgiven,06-09-2013,442,241,118,6,1,135,5,,,0,0
1431,Hang 'Em High,03-08-1968,443,31,241,1,1,114,6,1600000,6800000,0,0
1432,Coogan's Bluff,02-10-1968,291,31,241,1,4,93,5,1500000,3110000,0,0
1433,Where Eagles Dare,04-12-1968,444,11,240,1,5,155,2,7700000,21000000,0,0
1434,Kelly's Heroes,23-06-1970,444,11,241,1,5,146,2,4000000,5200000,0,0
1436,The Outlaw Josey Wales,30-06-1976,10,31,241,1,1,135,6,3700000,31800000,1,0
1437,Heartbreak Ridge,05-12-1986,10,31,241,1,5,130,5,15000000,121700000,1,0
1438,The Dead Pool,13-07-1988,259,31,241,1,9,91,6,31000000,37903000,0,0
1439,Space Cowboys,01-08-2000,10,31,241,1,9,130,2,60000000,128900000,1,0
1440,Gran Torino,12-12-2008,10,31,241,1,2,116,5,33000000,270000000,0,0
1441,Invictus,11-12-2009,10,31,241,1,22,133,4,60000000,122200000,0,0
1442,American Sniper,11-11-2014,10,49,241,1,19,132,5,58800000,547400000,6,1
1443,Sully,02-09-2016,10,49,241,1,19,96,4,60000000,200700000,0,0
1444,J. Edgar,03-11-2011,10,20,241,1,19,137,5,35000000,84600000,0,0
1445,Changeling,24-10-2008,10,20,241,1,19,141,5,55000000,113000000,3,0
1446,Blade: Trinity,08-12-2004,445,53,241,1,4,113,5,65000000,128900000,0,0
1447,U.S. Marshals,06-03-1998,77,140,241,1,9,131,5,45000000,102400000,0,0
1448,Drop Zone,09-12-1994,236,2,241,1,4,101,5,45000000,28735000,0,0
1449,Demolition Man,08-10-1993,446,52,241,1,4,115,5,57000000,159100000,0,0
1450,Passenger 57,06-11-1992,447,6,241,1,4,84,5,15000000,44065000,0,0
1451,The Princess Bride,25-09-1987,217,242,241,1,12,98,2,16000000,30900000,1,0
1452,The Long Riders,16-05-1980,250,22,241,1,1,99,6,8000000,15795000,0,0
1453,The Wild Bunch,18-06-1969,448,181,241,1,1,143,6,6000000,11138000,2,0
1454,American History X,30-10-1998,449,14,241,1,2,119,6,20000000,23900000,1,0
1455,Convoy,28-06-1978,448,164,241,1,4,112,5,12000000,45000000,0,0
1456,Cross of Iron,28-01-1977,448,164,240,1,5,133,6,6000000,,0,0
1457,The Getaway,13-12-1972,448,243,241,1,14,122,6,3350000,36734000,0,0
1458,Straw Dogs,29-12-1971,448,244,241,1,9,117,6,2200000,8000000,1,0
1459,Judgment at Nuremberg,19-12-1961,316,22,241,1,2,179,2,3000000,10000000,11,2
1460,The Great Escape,20-06-1963,331,167,241,1,5,172,2,3800000,11744000,1,0
1461,Zulu,22-01-1964,450,2,240,1,13,139,2,3500000,8000000,0,0
1462,Lucky Number Slevin,24-02-2006,451,11,257,1,14,110,6,27000000,56300000,0,0
1463,Star Trek Beyond,07-07-2016,142,126,241,1,3,122,4,185000000,343500000,0,0
1464,Star Trek Into Darkness,23-04-2013,44,126,241,1,3,133,3,185000000,467400000,1,0
1465,Star Trek,07-04-2009,44,126,241,1,3,127,3,150000000,385700000,4,1
1466,RoboCop,17-07-1987,72,151,241,1,3,101,6,13000000,53400000,2,0
1467,RoboCop,12-02-2014,452,11,241,1,3,118,4,100000000,242700000,0,0
1468,Clerks,19-10-1994,453,245,241,1,7,92,6,230000,3200000,0,0
1469,Mallrats,20-10-1995,453,245,241,1,7,94,6,6100000,22100000,0,0
1470,Chasing Amy,04-04-1997,453,245,241,1,27,113,6,250000,12000000,0,0
1471,Dogma,21-05-1999,453,245,241,1,7,128,5,10000000,31400000,0,0
1472,Bronson,17-10-2008,454,246,240,1,14,92,6,230000,2300000,0,0
1473,Drive,20-05-2011,454,247,241,1,14,100,6,1500000,78100000,1,0
1474,Only God Forgives,22-05-2013,454,18,270,1,9,90,6,4800000,10300000,0,0
1475,Taxi Driver,08-02-1976,9,5,241,1,2,113,6,1300000,28300000,4,0
1476,Mean Streets,02-10-1973,9,6,241,1,14,112,6,500000,3000000,0,0
1477,Cape Fear,12-04-1962,321,1,241,1,9,105,5,,,0,0
1478,"New York, New York",21-06-1977,9,22,241,1,20,163,2,14000000,13800000,0,0
1479,The King of Comedy,18-12-1982,9,248,241,1,7,109,2,19000000,2500000,0,0
1480,The Color of Money,17-10-1986,9,7,241,1,2,120,5,13800000,52200000,4,1
1481,The Last Temptation of Christ,12-08-1988,9,1,241,1,2,162,6,7000000,8900000,1,0
1482,The Age of Innocence,17-09-1993,9,5,241,1,6,139,1,34000000,32300000,5,1
1483,Silence,29-11-2016,9,2,241,1,2,159,5,50000000,,0,0
1484,The Wolf of Wall Street,17-12-2013,9,2,241,1,19,179,6,155000000,392000000,5,0
1485,Hugo,10-10-2011,9,2,240,1,8,126,1,170000000,185800000,11,5
1486,Shutter Island,19-02-2010,9,2,241,1,9,138,5,80000000,294800000,0,0
1487,Zoolander,28-09-2001,455,49,241,1,7,89,3,28000000,60800000,0,0
1488,Labyrinth,27-06-1986,456,161,240,1,12,101,1,25000000,12900000,0,0
1489,Willow,20-05-1988,40,13,241,1,12,126,2,35000000,57300000,2,0
1490,Mad Max,12-04-1979,173,154,261,1,4,93,6,400000,100000000,0,0
1491,Mad Max 2,24-12-1981,173,154,261,1,4,96,6,4500000,23700000,0,0
1492,Mad Max Beyond Thunderdome,10-07-1985,173,154,261,1,4,107,5,10000000,36200000,0,0
1493,Mad Max: Fury Road,07-05-2015,173,154,261,1,4,120,5,150000000,378400000,10,6
1494,Happy Feet Two,18-11-2011,173,49,241,1,11,100,1,135000000,150400000,0,0
1495,Zoolander 2,04-02-2016,455,2,241,1,7,102,4,50000000,56000000,0,0
1496,Dune,14-12-1984,457,96,241,1,3,136,2,40000000,30900000,1,0
1497,Gods of Egypt,25-02-2016,53,108,241,1,12,127,4,,,0,0
1498,The Nice Guys,15-05-2016,140,52,241,1,7,116,5,50000000,57300000,0,0
1499,Kiss Kiss Bang Bang,14-05-2005,140,52,241,1,7,103,5,15000000,15800000,0,0
1500,Independence Day: Resurgence,20-06-2016,42,57,241,1,3,120,4,165000000,389700000,0,0
1501,Ghostbusters,09-07-2016,458,49,241,1,7,116,4,144000000,229100000,0,0
1503,Jason Bourne,11-07-2016,37,56,241,1,9,123,4,120000000,415200000,0,0
1504,Sausage Party,14-03-2016,459,5,241,1,11,88,5,19000000,140200000,0,0
1505,Scott Pilgrim vs. the World,27-07-2010,106,30,240,1,7,112,4,90000000,47700000,0,0
1506,Death Proof,06-04-2007,79,249,241,1,9,114,6,,30700000,0,0
1507,Jackie Brown,25-12-1997,79,84,241,1,14,154,5,12000000,74700000,1,0
1508,Inglourious Basterds,20-05-2009,79,84,241,1,5,153,6,70000000,321500000,8,1
1509,Django Unchained,11-12-2012,79,5,241,1,1,165,6,100000000,425400000,5,2
1510,The Hateful Eight,07-12-2015,79,250,241,1,1,168,6,54000000,155800000,3,1
1511,Bill & Ted's Excellent Adventure,17-02-1989,200,141,241,1,8,89,2,10000000,40500000,0,0
1512,Bill & Ted's Bogus Journey,19-07-1991,460,141,241,1,8,93,2,20000000,38000000,0,0
1513,The Magnificent Seven,23-10-1960,331,167,241,1,1,128,1,2000000,2250000,1,0
1514,The Magnificent Seven,08-09-2016,440,49,241,1,1,133,4,107600000,161000000,0,0
1515,The Replacement Killers,06-02-1998,440,5,241,1,9,87,6,30000000,19200000,0,0
1516,Training Day,05-10-2001,440,49,241,1,14,122,6,45000000,104900000,2,1
1517,Tears of the Sun,07-03-2003,440,19,241,1,5,121,5,75000000,86500000,0,0
1518,King Arthur,07-07-2004,440,7,241,1,8,142,4,120000000,203600000,0,0
1519,Shooter,23-03-2007,440,46,241,1,4,125,5,61000000,95700000,0,0
1520,Olympus Has Fallen,20-03-2013,440,80,241,1,4,119,5,70000000,161000000,0,0
1521,The Equalizer,07-09-2014,440,49,241,1,9,132,5,55000000,192300000,0,0
1522,Southpaw,15-06-2015,440,251,241,1,2,123,5,30000000,92000000,0,0
1523,Miss Peregrine's Home for Peculiar Children,25-09-2016,28,236,241,1,12,127,4,110000000,271900000,0,0
1524,Mars Attacks!,13-12-1996,28,236,241,1,3,106,3,70000000,101400000,0,0
1525,Planet of the Apes,27-07-2001,28,73,241,1,3,120,3,100000000,362200000,0,0
1526,Big Fish,10-12-2003,28,73,241,1,12,125,2,70000000,122900000,1,0
1527,Dark Shadows,11-05-2012,28,49,241,1,7,113,4,150000000,245500000,0,0
1528,Watchmen,23-02-2009,76,43,241,1,4,163,6,130000000,185300000,0,0
1529,Man of Steel,10-06-2013,76,43,241,1,4,143,4,225000000,668000000,0,0
1530,Sucker Punch,25-03-2011,76,43,241,1,4,109,4,82000000,89800000,0,0
1531,Dawn of the Dead,19-03-2004,76,74,241,1,10,100,6,26000000,102400000,0,0
1532,Jack Reacher: Never Go Back,16-10-2016,43,2,241,1,9,118,4,60000000,156200000,0,0
1533,Jack Reacher,21-12-2012,146,2,241,1,9,130,5,60000000,218300000,0,0
1534,The Way of the Gun,08-09-2000,146,252,241,1,4,119,6,8500000,13069000,0,0
1535,Fantastic Beasts and Where to Find Them,10-11-2016,19,47,240,1,12,133,4,180000000,615800000,0,0
1536,Moana,14-11-2016,215,3,241,1,11,107,2,150000000,190100000,0,0
1537,Bad Santa,26-11-2003,461,23,241,1,7,91,5,23000000,76500000,0,0
1538,Bad Santa 2,15-11-2016,462,16,241,1,7,92,5,26000000,22800000,0,0
1539,Rogue One: A Star Wars Story,10-12-2016,463,13,241,1,3,133,4,200000000,388100000,0,0
1540,Passengers,21-12-2016,464,49,241,1,3,116,4,110000000,,0,0
1541,The Imitation Game,29-08-2014,464,253,241,1,19,114,4,14000000,233600000,8,1
1542,Ex Machina,21-01-2015,465,221,240,1,3,108,5,15000000,36900000,2,1
1543,Anna Karenina,07-09-2012,466,195,240,1,6,130,4,31000000,69000000,4,1
1544,Anna Karenina,04-04-1997,467,25,241,1,6,108,5,,2200000,0,0
1545,Godzilla,08-05-2014,463,43,241,1,4,123,4,160000000,529100000,0,0
1546,Chocolat,15-12-2000,468,16,240,1,6,121,3,25000000,152699000,5,0
1547,The English Patient,15-11-1996,469,16,240,1,6,162,5,27000000,232000000,12,9
1548,Near Dark,02-10-1987,470,96,241,1,10,95,6,5000000,3400000,0,0
1549,Blue Steel,16-03-1990,470,11,241,1,4,101,6,,8200000,0,0
1550,Point Break,12-07-1991,470,4,241,1,4,122,6,24000000,83500000,0,0
1551,Point Break,04-12-2015,471,108,241,1,4,114,4,105000000,133700000,0,0
1552,Invincible,25-08-2006,471,3,241,1,22,104,2,30000000,58500000,0,0
1553,Strange Days,13-10-1995,470,70,241,1,3,145,6,42000000,8000000,0,0
1554,K-19: The Widowmaker,19-07-2002,470,132,241,1,9,138,4,100000000,65700000,0,0
1555,The Hurt Locker,04-09-2008,470,108,241,1,5,131,5,15000000,49200000,9,6
1556,Zero Dark Thirty,19-12-2012,470,5,241,1,9,157,5,40000000,132800000,5,1
1557,"Lock, Stock and Two Smoking Barrels",28-08-1998,165,159,240,1,14,106,6,1350000,28100000,0,0
1558,Snatch,23-08-2000,165,5,240,1,14,102,6,10000000,83600000,0,0
1559,Revolver,11-09-2005,165,196,240,1,14,110,5,,6735000,0,0
1560,RocknRolla,04-09-2008,165,6,240,1,14,114,5,13000000,25739000,0,0
1561,Sherlock Holmes: A Game of Shadows,16-12-2011,165,49,240,1,4,129,4,125000000,545400000,0,0
1562,The Man from U.N.C.L.E.,02-08-2015,165,68,241,1,4,116,4,75000000,109800000,0,0
1563,Prometheus,30-05-2012,51,64,241,1,3,124,5,130000000,403400000,1,0
1564,Legend,13-12-1985,51,248,241,1,12,125,2,24500000,15500000,1,0
1565,Black Rain,22-09-1989,51,2,241,1,9,125,6,30000000,134200000,2,0
1566,Thelma & Louise,24-05-1991,51,172,241,1,8,129,5,16500000,45400000,6,1
1567,1492: Conquest of Paradise,09-10-1992,51,2,241,1,8,142,5,47000000,7200000,0,0
1568,G.I. Jane,22-08-1997,51,64,241,1,5,124,5,50000000,97100000,0,0
1569,Matchstick Men,12-09-2003,51,64,241,1,14,116,4,62000000,65600000,0,0
1570,Body of Lies,10-10-2008,51,64,241,1,4,128,5,70000000,115100000,0,0
1571,Robin Hood,12-05-2010,51,64,241,1,8,140,4,200000000,321700000,0,0
1572,The Counsellor,03-10-2013,51,64,240,1,9,118,6,25000000,71000000,0,0
1573,Exodus: Gods and Kings,12-12-2014,51,64,241,1,8,150,4,145000000,268200000,0,0
1574,Twilight,17-11-2008,472,125,241,1,28,121,4,37000000,393616000,0,0
1575,The Girl with the Dragon Tattoo,27-02-2009,473,255,271,15,9,153,6,13000000,104395000,0,0
1577,Dead Man Down,08-03-2013,473,54,241,1,14,117,5,30000000,18100000,0,0
1578,The Girl Who Played with Fire,18-09-2009,474,255,271,15,9,129,5,,67126000,0,0
1579,The Girl Who Kicked the Hornets' Nest,27-11-2009,474,255,271,15,9,147,5,5300000,43500000,0,0
1580,The Girl with the Dragon Tattoo,12-12-2011,70,81,241,1,9,158,6,90000000,232600000,5,1
1581,John Wick,13-10-2014,475,108,241,1,4,101,5,20000000,86000000,0,0
1582,The Seventh Seal,16-02-1957,476,256,271,15,2,96,2,150000,,0,0
1583,The Revenant,16-12-2015,477,65,241,1,8,156,5,135000000,533000000,12,3
1584,Birdman,27-08-2014,477,65,241,1,7,119,5,18000000,103200000,9,4
1585,21 Grams,26-12-2003,477,257,241,1,2,124,5,20000000,60400000,2,0
1586,Ted,29-06-2012,478,1,241,1,7,106,5,51000000,549400000,1,0
1587,Ted 2,24-06-2015,478,1,241,1,7,115,5,68000000,216700000,0,0
1588,A Million Ways to Die in the West,30-05-2014,478,1,241,1,7,116,5,40000000,87200000,0,0
1589,Hansel & Gretel: Witch Hunters,17-01-2013,479,2,241,1,4,88,5,50000000,226300000,0,0
1590,There Will Be Blood,27-09-2007,482,16,241,1,2,158,5,25000000,76200000,8,2
1591,Punch-Drunk Love,19-05-2002,482,14,241,1,6,95,5,25000000,24700000,0,0
1592,The Master,01-09-2012,482,258,241,1,2,137,5,32000000,28300000,3,0
1593,Inherent Vice,04-10-2014,482,6,241,1,14,149,5,20000000,14700000,2,0
1594,Boogie Nights,10-10-1997,482,14,241,1,2,155,6,15000000,43100000,3,0
1595,Innerspace,01-07-1987,245,41,241,1,3,120,2,,25900000,1,1
1596,Gremlins 2: The New Batch,15-06-1990,245,41,241,1,7,106,3,50000000,41500000,0,0
1597,The Punisher,16-04-2004,483,53,241,1,4,123,6,33000000,54700000,0,0
1599,The Theory of Everything,07-09-2014,484,1,240,1,19,123,4,15000000,123700000,5,1
1600,Looper,06-09-2012,485,147,241,1,3,118,5,30000000,176500000,0,0
1601,12 Years a Slave,30-08-2013,486,108,241,1,19,134,5,22000000,187700000,9,3
1602,Prisoners,30-08-2013,487,6,241,1,9,153,5,46000000,122100000,1,0
1603,Cowboys & Aliens,29-07-2011,160,8,241,1,3,118,4,163000000,174800000,0,0
1604,Knight and Day,16-06-2010,488,65,241,1,4,110,4,125000000,261900000,0,0
1605,Man on Wire,22-01-2008,484,222,240,1,24,94,3,1900000,5300000,1,1
1606,The Danish Girl,05-09-2015,489,260,240,1,19,119,5,15000000,64200000,4,1
1607,Jupiter Ascending,27-01-2015,145,49,241,1,3,127,4,176000000,184000000,0,0
1608,Black Death,11-06-2010,490,259,257,1,8,101,5,,272445,0,0
1609,The Other Boleyn Girl,15-02-2008,491,222,240,1,2,115,4,35000000,77700000,0,0
1610,Mandela: Long Walk to Freedom,07-09-2013,491,172,240,1,19,146,4,35000000,27300000,1,0
1612,Les Misrables,05-12-2012,489,260,240,1,20,158,4,61000000,441800000,8,3
1613,The King's Speech,06-09-2010,489,260,240,1,19,119,4,15000000,414200000,12,4
1614,Sicario,19-05-2015,487,228,241,1,9,121,5,30000000,85000000,3,0
1615,Edge of Tomorrow,28-05-2014,52,49,241,1,3,113,4,178000000,370500000,0,0
1616,The Adjustment Bureau,14-02-2011,492,1,241,1,3,106,4,50200000,127900000,0,0
1617,The Wolfman,27-01-2010,187,128,241,1,10,103,5,150000000,139800000,1,1
1618,Charlie Wilson's War,21-12-2007,306,128,241,1,7,100,5,75000000,119000000,1,0
1619,Sin City: A Dame to Kill For,19-08-2014,103,23,241,1,4,102,6,65000000,39400000,0,0
1620,Shame,04-09-2011,486,221,240,1,2,101,6,6500000,17700000,0,0
1621,Ant-Man,29-06-2015,493,53,241,1,4,117,4,130000000,519300000,0,0
1622,3:10 to Yuma,22-08-2007,488,128,241,1,1,122,5,55000000,70000000,2,0
1623,3:10 to Yuma,07-08-1957,494,5,241,1,1,92,2,,1850000,0,0
1624,The Wolverine,16-07-2013,488,53,241,1,4,126,4,120000000,414800000,0,0
1625,Rush,02-09-2013,40,20,240,1,22,122,5,38000000,98200000,0,0
1626,Solaris,29-11-2002,48,70,241,1,3,98,4,47000000,30000000,0,0
1627,Magic Mike,24-06-2012,48,6,241,1,2,110,5,7000000,167200000,0,0
1628,The Three Musketeers,12-11-1993,200,3,241,1,8,105,2,30000000,53900000,0,0
1629,Mr. Holland's Opus,29-12-1995,200,104,241,1,2,143,2,31000000,106269000,1,0
1630,The Mighty Ducks,02-10-1992,200,3,241,1,7,101,2,10000000,50700000,0,0
1631,Young Guns,12-08-1988,495,21,241,1,1,103,6,11000000,45661000,0,0
1632,Young Guns II: Blaze of Glory,01-08-1990,496,21,241,1,1,104,3,10000000,44143000,1,0
1633,The Lost Boys,31-07-1987,204,6,241,1,10,98,5,8500000,32200000,0,0
1634,Flatliners,10-08-1990,204,5,241,1,10,115,5,26000000,61500000,1,0
1635,21 Jump Street,16-03-2012,497,128,241,1,7,109,5,55000000,201500000,0,0
1636,Cloudy with a Chance of Meatballs,18-09-2009,497,127,241,1,11,90,1,100000000,243000000,0,0
1637,Anastasia,13-12-1956,499,4,241,1,2,105,1,3520000,5000000,2,1
1638,Hot Rod,03-08-2007,500,2,241,1,7,88,4,25300000,14334000,0,0
1639,Cloudy with a Chance of Meatballs 2,27-09-2013,501,127,241,1,11,95,1,78000000,274300000,0,0
1640,The Lego Movie,07-02-2014,497,49,241,1,11,100,1,60000000,469200000,1,0
1641,Bad Boys,07-04-1995,18,17,241,1,4,119,6,23000000,141400000,0,0
1642,22 Jump Street,13-06-2014,497,54,241,1,7,112,5,84500000,331300000,0,0
1643,Ice Age: Collision Course,22-07-2016,149,4,241,1,11,94,1,105000000,407700000,0,0
1644,The Eagle,25-03-2011,502,221,240,1,8,114,4,25000000,35500000,0,0
1645,The Last King of Scotland,12-01-2007,502,221,240,1,2,123,5,6000000,48400000,1,1
1646,Centurion,23-04-2010,503,260,240,1,8,97,5,12000000,6168000,0,0
1647,Jason and the Argonauts,19-06-1963,504,5,240,1,12,101,1,1000000,2100000,0,0
1648,Pete's Dragon,03-11-1977,504,3,241,1,12,134,1,10000000,39600000,2,0
1649,Pete's Dragon,12-08-2016,505,3,241,1,12,102,2,65000000,142400000,0,0
1650,One Million Years B.C.,30-12-1966,504,261,240,1,8,100,2,500000,8000000,0,0
1651,The Three Musketeers,11-12-1973,313,4,240,1,8,105,1,,10100000,0,0
1652,The Return of the Musketeers,19-04-1989,313,1,240,1,8,102,2,,,0,0
1653,Superman III,17-06-1983,313,83,240,1,4,125,2,39000000,80200000,0,0
1654,The Four Musketeers,31-10-1974,313,4,240,1,8,108,2,,8760000,1,0
1655,Fantastic Voyage,24-08-1966,297,4,241,1,3,100,2,5100000,12000000,5,2
1656,Julius Caesar,04-06-1970,506,262,240,1,13,116,1,,,0,0
1657,Othello,15-12-1965,506,263,240,1,2,165,1,,,4,0
1658,Julius Caesar,04-06-1953,314,11,241,1,13,121,2,2070000,3920000,5,1
1659,Othello,29-11-1951,352,22,241,1,2,91,1,,,0,0
1660,King Solomon's Mines,22-11-1985,321,264,241,1,8,100,2,11000000,15057000,0,0
1661,King Solomon's Mines,17-06-1937,293,18,240,1,8,80,1,,,0,0
1662,East of Eden,09-03-1955,341,6,241,1,2,117,2,,5000000,4,1
1663,Giant,24-11-1956,338,6,241,1,1,201,2,5400000,39000000,10,1
1664,Rebel Without a Cause,27-10-1955,507,6,241,1,2,111,2,1500000,4500000,3,0
1665,Miracle on 34th Street,18-11-1994,508,148,241,1,26,114,1,,46300000,0,0
1666,Gentleman's Agreement,11-11-1947,341,4,241,1,2,118,2,1985000,7800000,8,3
1667,Viva Zapata!,07-02-1952,341,4,241,1,19,113,2,1800000,1900000,5,1
1668,On the Waterfront,28-07-1954,341,170,241,1,14,108,2,910000,9600000,12,8
1669,Ice Cold in Alex,24-06-1958,321,172,240,1,5,130,2,,,0,0
1670,The Diary of Anne Frank,18-03-1959,338,4,241,1,2,180,1,3800000,2300000,8,3
1671,The Greatest Story Ever Told,09-04-1965,338,22,241,1,2,260,1,21000000,15473000,5,0
1672,A Place in the Sun,14-08-1951,338,2,241,1,2,122,2,2295000,7000000,9,6
1673,The Talk of the Town,20-08-1942,338,5,241,1,7,118,1,1000000,1100000,7,0
1674,Samson and Delilah,21-12-1949,127,2,241,1,2,128,1,2900000,25600000,5,2
1675,The NeverEnding Story,06-04-1984,25,35,257,1,12,93,1,27000000,100000000,0,0
1676,Enemy Mine,20-12-1985,25,238,241,1,3,108,5,29000000,12300000,0,0
1677,In the Line of Fire,09-07-1993,25,149,241,1,9,128,5,40000000,177000000,3,0
1678,Outbreak,10-03-1995,25,6,241,1,9,128,5,50000000,189800000,0,0
